response predictor block
0.511110395000035 4.34053266521125 45
5.72917574930819 3.94134472826932 35
3.8486634522987 3.73665429801423 46
1.45151020041889 3.78255409859102 19
2.36805236835729 3.90246824258824 31
7.18788900237836 3.78816248171761 2
-0.452673824649007 3.93484015197515 33
4.65664220699434 3.89639507341453 1
6.20007737195715 3.95423730057014 29
-1.75537299118344 4.10176402447014 15
0.88812958482354 4.15615828205054 31
9.08700702643401 4.41955143592618 47
6.13108596427915 3.98282658660875 29
10.730480845132 3.91979002183546 40
-0.743938748823754 4.36775142926223 16
1.23237930427054 4.42608234945677 45
11.2525991395343 4.01081100938938 43
-1.08673009205731 3.91683567021662 42
2.62279971514479 3.54444114560923 4
6.85720108749775 4.35281559968669 32
6.04264171425922 3.79060439148078 26
2.71108732827488 3.71905930140117 4
1.65739213870674 4.76094147152382 12
0.149043881757853 4.05875532706267 30
-0.819347989883237 3.99168534747167 19
6.10578786655023 3.31694511926105 48
6.27562374458817 3.97505235288953 3
5.78180406849334 4.2440079337306 1
-0.736758906139913 4.10346722886277 15
2.97110417746402 4.22808054040253 11
3.61305681944647 4.4959330501711 35
-0.978845116899478 4.29227712850341 44
6.44283998865563 3.8728157461462 2
13.6654753404599 4.17604504461638 36
2.63120086781907 3.95039593154448 9
9.14898377819737 3.86548230277878 40
1.78798418554696 3.28606033624519 8
6.02617276447735 3.80258828693406 34
3.86890803752087 4.12195365879092 27
13.1747808598578 4.54200813487983 36
5.26756897440745 4.1251736535702 14
7.64149140096359 4.15505255091683 26
-0.346875642393927 3.75852419746661 42
4.32075466548817 4.04066367702957 9
0.178752179292994 3.48044061452816 44
2.37999292403545 4.12130670514231 6
-0.0205701768828919 4.17419219464123 44
5.38746708449467 4.04637847889576 26
-1.29219135381437 4.17518337888612 15
-2.2633463033439 4.07792025716534 17
6.55503180933135 4.19011559049196 29
9.25856738661948 4.46061590655192 10
5.45453374838251 4.27809071031565 22
5.9317745201438 4.00816598937536 34
5.7806541318048 3.72138775880066 22
8.94329575359444 4.10451445559627 29
10.9408834592476 3.89994119066421 10
9.85459250985436 4.37337327565437 47
5.80096720861188 3.59822976503757 34
-0.690679719482156 3.89606205289962 7
0.0257473570092375 4.10550209330435 19
-1.78745249474026 3.96206586586626 16
6.64550453707195 3.84846222118394 41
2.34188261191405 3.92381973275832 24
6.30389797314451 4.15738402497112 23
0.559216416027668 4.22379299506888 4
0.510459650994166 4.1650531579551 19
3.43591982408858 4.56837088011187 20
3.17326573873396 4.2933743931581 20
1.64131250339091 4.07192743207845 12
8.56716101795768 3.83505747654467 40
4.55916110188647 4.7297850326794 1
2.71899348875749 4.16935387510958 20
3.40899391289465 3.828919913966 20
4.19437074301272 4.04662302077024 23
1.3840580151216 3.91890167487909 15
7.64767358419941 3.93132394544355 41
0.298335373706879 3.76662416485253 44
5.12256925463792 4.02921133624652 48
5.70979881521384 4.07979005966203 14
5.17823559117313 3.73061446931014 34
15.770136389531 3.19171196676922 36
4.07842432485528 3.93628133683637 11
7.26746607532126 4.00737945758037 28
7.8528357852139 4.14856844352763 32
2.70982629567892 4.0147837920447 6
0.129463115204711 4.10334972368426 30
1.55874906634747 3.72555695635739 33
8.28589881581449 4.17779381431761 10
3.21264360290951 4.17972218246354 23
3.84996872529257 4.06291276725724 46
8.72048556027423 4.33931860903794 29
5.47058297134037 4.10111711781965 48
1.52124756823834 4.06609106745948 38
14.3838952330944 4.06701097603592 36
6.96900453964691 4.10923264425987 28
6.02985372402168 4.26503097637184 49
6.61438703856712 4.11304759913218 48
3.48178493274073 4.16579965392177 9
6.70910725822802 3.71590661150229 28
-0.574111042484361 3.90737562072697 33
0.585634699469295 4.36924239744812 6
7.08189744674444 3.69402406237156 2
5.83485662414659 4.06451709684903 39
4.31676986898788 4.10125070135838 48
2.38336977229223 4.24395083045236 6
8.17055385369428 3.91278081586502 21
7.42822295916652 4.03965635987282 2
10.293993504099 3.55918623336471 21
4.11983659775575 4.08464901177498 11
5.45892493981188 3.83335874261018 46
1.53772668703108 3.94033834391809 12
9.1518931632436 3.7030586793857 50
6.37115273280926 4.09623383044214 14
3.35114328720958 4.16664487891362 27
8.30087828157843 3.92384652763557 48
2.37938019088918 4.45625276602157 46
5.16788006073203 4.1676398426419 48
1.67657251020454 4.23715814331379 16
5.85135548083243 4.51235075041773 39
9.36662206384763 3.83722159769062 10
0.541383604163784 4.20215481821157 6
5.76232177719325 4.24664515348864 5
5.4596255264676 3.99845730097732 26
7.13082011265082 4.07976308948298 29
6.56569355432892 3.74704452431454 35
4.11164316605476 4.1175418869316 13
3.41811524115942 3.82475741709273 23
7.4702227465759 4.20342071563162 28
7.38326461148659 3.79714230400181 29
10.392564954733 4.07984937177487 47
4.40103739175703 3.78836933670909 9
5.38898077482233 3.93855920521782 2
6.12218169267297 3.61178524722363 5
4.90244053050949 4.03210850823144 1
11.035690395129 4.24636084735122 47
1.1707941187767 4.0458118807668 38
1.19568491068818 3.55844269664239 31
1.86538310601825 3.84486657584601 19
-0.203246361740724 4.41401075924968 18
-2.16674500002591 4.45245134639597 17
9.07054582894441 3.70624080799697 32
7.16967155451295 3.90832418529309 32
7.84662513855955 4.08840636223182 50
-2.63160032427543 4.07978905521697 44
