ID animal Mother Year Sex Age BMI RJst RJ2st Phi PhiZ RhoZ FitnessZ GGImm BMIst BMI1 BMI2
CN06-048 CN06-048 CN06-040 2006 Male J 170.131919409534 0.442214313693761 0.288897740765519 0 0 0 0 0 -2.15386195989049 170.131919409534 NA
CN06-049 CN06-049 CN06-081 2006 Female J 229.816414491258 -0.783854500909091 -0.87333603765893 0 0 0 0 0 -1.06827639406042 229.816414491258 NA
CN06-050 CN06-050 CN05-F2 2006 Female A 340.616823239442 0.592875312098349 0.473122118237009 1 1 7 9 0 0.947043066385747 340.616823239442 NA
CN06-050 CN06-050 CN05-F2 2007 Female A 356.185914662922 -0.3591463416134 -0.538683775759918 0 0 0 0 0 1.23022517087161 356.185914662922 NA
CN06-051 CN06-051 NA 2006 Female A 362.783488170672 0.0577690074199855 -0.140123985179611 0 0 0 0 0 1.35022669823159 362.783488170672 NA
CN06-052 CN06-052 NA 2006 Female A 398.007634062901 0.177258764775348 -0.0130996308498057 0 0 0 0 0 1.99090941318023 398.007634062901 NA
CN06-053 CN06-053 NA 2006 Female A 321.490360229382 0.042183386895373 -0.156272107763977 0 0 0 0 0 0.599156866784441 321.490360229382 NA
CN06-054 CN06-054 CN06-104 2006 Male J 215.820683917321 -0.783854500909091 -0.87333603765893 0 0 0 0 0 -1.32284105232735 215.820683917321 NA
CN06-055 CN06-055 NA 2006 Male A 374.785774875683 0.34944276295202 0.179967491229333 1 1 8 10 0 1.56853313084987 374.785774875683 NA
CN06-055 CN06-055 NA 2007 Male A 383.360030127077 -1.1734950140244 -1.11701266224283 0 0 0 0 0 1.7244880019753 383.360030127077 NA
CN06-056 CN06-056 NA 2006 Female A 305.318047458241 -0.0201590952030772 -0.219894740889167 1 1 1 3 0 0.305002928037017 305.318047458241 NA
CN06-056 CN06-056 NA 2007 Female A 292.064206846603 -1.25142311664747 -1.15847405806755 0 0 0 0 0 0.0639323109511943 292.064206846603 NA
CN06-058 CN06-058 NA 2006 Male A 368.502688742556 -0.342261919378403 -0.5238910959809 0 0 0 0 0 1.45425173154089 368.502688742556 NA
CN06-059 CN06-059 CN06-051 2006 Female J 202.333846505103 0.721716441768479 0.637854736503861 1 1 5 7 0 -1.56814958686973 202.333846505103 NA
CN06-059 CN06-059 CN06-051 2007 Female A 323.243013351762 -0.428848700070695 -0.598546154234355 0 0 0 0 0 0.631035412945499 323.243013351762 NA
CN06-060 CN06-060 CN06-052 2006 Male J 178.850080488468 0.239601246873798 0.0554369454842398 0 0 0 0 0 -1.99528962355905 178.850080488468 NA
CN06-061 CN06-061 NA 2006 Male A 318.476913254175 -0.768268880384479 -0.862328158299617 0 0 0 0 0 0.544346073207325 318.476913254175 NA
CN06-062 CN06-062 NA 2006 Female A 416.703748654964 -0.768268880384479 -0.862328158299617 0 0 0 0 0 2.33096811871938 416.703748654964 NA
CN06-063 CN06-063 NA 2006 Male A 378.066619691506 -0.768268880384479 -0.862328158299617 0 0 0 0 0 1.62820755334283 378.066619691506 NA
CN06-064 CN06-064 NA 2006 Male A 402.75855143955 -0.34745712621994 -0.528454812974213 0 0 0 0 0 2.07732259840495 402.75855143955 NA
CN06-065 CN06-065 CN06-F12 2006 Male J 203.195361619711 0.328958804548244 0.156378822042442 1 1 7 9 0 -1.55247971529117 203.195361619711 NA
CN06-065 CN06-065 CN06-F12 2007 Male A 342.523662170622 -0.7949870869981 -0.881139429616871 1 1 2 4 0 0.981726057625223 342.523662170622 NA
CN06-065 CN06-065 CN06-F12 2008 Male A 367.929299714642 -0.811129336827163 -0.892366454646023 0 0 0 0 0 1.44382250948821 367.929299714642 NA
CN06-066 CN06-066 CN06-F13 2006 Male J 223.363686585227 -0.768268880384479 -0.862328158299617 0 0 0 0 0 -1.18564336290927 223.363686585227 NA
CN06-067 CN06-067 CN06-F13 2006 Male J 201.750079624699 -0.565655813564516 -0.710400025996859 0 0 0 0 0 -1.57876756894882 201.750079624699 NA
CN06-068 CN06-068 CN06-104 2006 Male J 220.662851449339 -0.768268880384479 -0.862328158299617 0 0 0 0 0 -1.2347681420532 220.662851449339 NA
CN06-069 CN06-069 CN06-053 2006 Male J 176.458882126993 -0.363042746744553 -0.542081306806666 0 0 0 0 0 -2.03878250094202 176.458882126993 NA
CN06-070 CN06-070 CN06-053 2006 Male J NA -0.363042746744553 -0.542081306806666 0 0 0 0 0 NA NA NA
CN06-071 CN06-071 CN05-F2 2006 Female A 368.883117722898 -0.0305495088861521 -0.230347646399233 0 0 0 0 0 1.46117125409556 368.883117722898 NA
CN06-073 CN06-073 CN06-050 2006 Male J 218.243834405576 0.431823900010686 0.276526673213398 0 0 0 0 0 -1.27876700612352 218.243834405576 NA
CN06-074 CN06-074 CN06-076 2006 Male J 246.728765727654 -0.207186541498428 -0.401452011026903 0 0 0 0 0 -0.760662090524119 246.728765727654 NA
CN06-075 CN06-075 CN06-076 2006 Male J 261.922461225882 -0.191600920973815 -0.386855659982175 0 0 0 0 0 -0.484307963679134 261.922461225882 NA
CN06-076 CN06-076 NA 2006 Female A 306.923270454763 -0.191600920973815 -0.386855659982175 0 0 0 0 0 0.334199906457907 306.923270454763 NA
CN06-077 CN06-077 NA 2006 Female A 346.40651518056 0.439616710272993 0.285800932805771 0 0 0 0 0 1.05235024864932 346.40651518056 NA
CN06-078 CN06-078 CN06-071 2006 Female J 220.791442489618 -0.16042967992459 -0.357372000729039 0 0 0 0 0 -1.23242923348021 220.791442489618 NA
CN06-079 CN06-079 CN06-108 2006 Male J NA -0.207186541498428 -0.401452011026903 0 0 0 0 0 NA NA NA
CN06-080 CN06-080 CN05-F4 2006 Female A 367.650603526788 0.769512344710625 0.700650620236543 0 0 0 0 0 1.43875337790937 367.650603526788 NA
CN06-081 CN06-081 NA 2006 Female A 434.444340078754 0.696779448929099 0.605453746756204 0 0 0 0 0 2.65364706494459 434.444340078754 NA
CN06-082 CN06-082 CN06-094 2006 Male J 256.218333640256 -0.191600920973815 -0.386855659982175 0 0 0 0 0 -0.58805883841016 256.218333640256 NA
CN06-083 CN06-083 CN05-F5 2006 Female A 317.44970788234 -0.207186541498428 -0.401452011026903 0 0 0 0 0 0.525662505167076 317.44970788234 NA
CN06-084 CN06-084 NA 2006 Female A 478.557988546144 0.528454747263284 0.393241229852904 0 0 0 0 0 3.45601860158452 478.557988546144 NA
CN06-085 CN06-085 NA 2006 Male A 281.979014229935 0.426628693169149 0.270357303724209 0 0 0 0 0 -0.119504602074209 281.979014229935 NA
CN06-086 CN06-086 NA 2006 Male A 328.298827403297 0.561704071049124 0.434263172598555 0 0 0 0 0 0.722994283508998 328.298827403297 NA
CN06-087 CN06-087 CN06-040 2007 Male A 295.152319892706 -1.31599211596372 -1.19099099523459 0 0 0 0 0 0.120101186031916 295.152319892706 NA
CN06-087 CN06-087 CN06-040 2006 Male J 241.983981771353 0.640671215040495 0.533459306174663 1 1 1 3 0 -0.846963716581098 241.983981771353 NA
CN06-088 CN06-088 CN05-F6 2006 Female A 373.997717374796 0.00321933558384163 -0.196218101694522 0 0 0 0 0 1.55419936046553 373.997717374796 NA
CN06-089 CN06-089 CN06-021 2007 Female A 362.448390515646 -0.398667022229381 -0.57286338714399 1 1 3 5 0 1.34413169521714 362.448390515646 NA
CN06-089 CN06-089 CN06-021 2006 Female J 252.221629328627 0.494166382109137 0.351399650000969 1 1 7 9 0 -0.660753840783131 252.221629328627 NA
CN06-089 CN06-089 CN06-021 2008 Female A 386.33289583482 -0.244025280920239 -0.43556693885237 0 0 0 0 0 1.77856067356375 386.33289583482 NA
CN06-090 CN06-090 CN06-021 2006 Female J 240.863391806856 -0.0097686815200023 -0.20939873061411 0 0 0 0 0 -0.867345832388677 240.863391806856 NA
CN06-092 CN06-092 CN06-F5 2006 Female J 291.024956917647 0.766914741289856 0.6972143622525 1 1 1 3 0 0.0450296676328561 291.024956917647 NA
CN06-092 CN06-092 CN06-F5 2007 Female A 349.817470055862 -0.733980515230331 -0.837769433970409 0 0 0 0 0 1.11439120875555 349.817470055862 NA
CN06-094 CN06-094 CN05-F4 2006 Female A 332.166829058475 0.712365069453712 0.625675269632122 1 1 0 2 0 0.793348347151801 332.166829058475 NA
CN06-094 CN06-094 CN05-F4 2007 Female A 342.785434645302 -1.89043355815658 -1.40699996871283 0 0 0 0 0 0.986487368241246 342.785434645302 NA
CN06-095 CN06-095 CN05-F5 2006 Female A 396.99353339734 0.275967694764561 0.0961332317303915 0 0 0 0 0 1.97246420319185 396.99353339734 NA
CN06-096 CN06-096 CN06-080 2006 Female J 241.470049226411 -0.176015300449203 -0.372162323216221 0 0 0 0 0 -0.856311500320166 241.470049226411 NA
CN06-098 CN06-098 CN06-077 2006 Male J 206.01065283017 -0.176015300449203 -0.372162323216221 0 0 0 0 0 -1.5012731247437 206.01065283017 NA
CN06-100 CN06-100 CN06-F14 2006 Male J NA 0.268174884502255 0.0873681471744632 0 0 0 0 0 NA NA NA
CN06-102 CN06-102 CN06-088 2006 Female J 225.996570988711 0.268174884502255 0.0873681471744632 0 0 0 0 0 -1.13775452174529 225.996570988711 NA
CN06-104 CN06-104 NA 2006 Female A 412.494243538404 0.71756027629525 0.632437329639922 1 1 5 7 0 2.25440253853698 412.494243538404 NA
CN06-104 CN06-104 NA 2007 Female A 374.440058749268 -0.31005163696087 -0.495355526033718 0 0 0 0 0 1.56224499125521 374.440058749268 NA
CN06-105 CN06-105 CN06-104 2006 Female J 213.210791740444 0.634436966830649 0.525537512464807 0 0 0 0 0 -1.37031169393554 213.210791740444 NA
CN06-106 CN06-106 CN06-104 2006 Male J 215.820683917321 0.135697110043048 -0.0579285864393701 1 1 4 6 0 -1.32284105232735 215.820683917321 NA
CN06-106 CN06-106 CN06-104 2007 Male A 347.516060991248 -1.45403618346743 -1.25492635782823 0 0 0 0 0 1.07253148525124 347.516060991248 NA
CN06-107 CN06-107 CN06-108 2006 Male J 250.042490775569 -0.129258438875365 -0.327500398590993 0 0 0 0 0 -0.700389618147151 250.042490775569 NA
CN06-108 CN06-108 NA 2006 Female A 405.659802581685 0.832596999215009 0.784929782488417 0 0 0 0 0 2.13009269151602 405.659802581685 NA
CN06-109 CN06-109 CN06-F14 2006 Female J 270.971315782713 0.650022587355262 0.545371092455815 1 1 1 3 0.5 -0.319720730751381 270.971315782713 NA
CN06-109 CN06-109 CN06-F14 2007 Female A 404.42309709158 -1.92160479920581 -1.41495279785347 0 0 0 0 0.5 2.10759858098695 404.42309709158 NA
CN06-110 CN06-110 CN06-F14 2006 Female J 236.430820606041 0.776934068769964 0.710483344944203 1 1 4 6 0 -0.947968702843222 236.430820606041 NA
CN06-110 CN06-110 CN06-F14 2007 Female A 407.9706681187 -1.92160479920581 -1.41495279785347 0 0 0 0 0 2.1721244163069 407.9706681187 NA
CN06-111 CN06-111 CN06-104 2006 Female J 225.996570988711 0.665608207879874 0.565301658168051 0 0 0 0 0 -1.13775452174529 225.996570988711 NA
CN06-113 CN06-113 CN06-088 2006 Male J 222.070116194204 0.073354627944598 -0.123878876874018 0 0 0 0 0 -1.20917177414836 222.070116194204 NA
CN06-114 CN06-114 NA 2006 Male A 326.299831609623 0.073354627944598 -0.123878876874018 0 0 0 0 0 0.68663507536296 326.299831609623 NA
CN06-115 CN06-115 CN06-004 2006 Female J 264.870839353075 0.696779448929099 0.605453746756204 0 0 0 0 0 -0.430680690245598 264.870839353075 NA
CN06-116 CN06-116 CN06-038 2008 Female A 358.446212071331 -1.81770066237506 -1.38693470061 0 0 0 0 0 1.27133712528611 358.446212071331 NA
CN06-116 CN06-116 CN06-038 2007 Female A 309.703895020668 -0.951832855452138 -0.985820915286703 1 1 0 2 0 0.384775954535484 309.703895020668 NA
CN06-116 CN06-116 CN06-038 2006 Female J 273.143525395264 0.624046553147575 0.512369006760373 1 1 6 8 0 -0.280210982061806 273.143525395264 NA
CN06-117 CN06-117 CN06-038 2006 Female J 281.620482574379 0.291553315289174 0.113736140133169 0 0 0 0 0 -0.126025839954022 281.620482574379 NA
CN06-118 CN06-118 CN06-025 2006 Male J 275.681384801366 0.073354627944598 -0.123878876874018 0 0 0 0 0 -0.234050525554658 275.681384801366 NA
CN06-119 CN06-119 CN06-025 2007 Female A 320.284011960563 -1.13453096271287 -1.09537272319396 0 0 0 0 0 0.577214915760122 320.284011960563 NA
CN06-119 CN06-119 CN06-025 2006 Female J 249.444962507948 0.634436966830649 0.525537512464807 1 1 4 6 0 -0.711257902474877 249.444962507948 NA
CN06-120 CN06-120 CN06-025 2006 Male J 245.524313706273 0.0889402484692106 -0.107536782847197 0 0 0 0 0 -0.782569551203075 245.524313706273 NA
CN06-121 CN06-121 CN06-122 2006 Female J 236.269142397289 0.494166382109137 0.351399650000969 0 0 0 0 0 -0.950909425211568 236.269142397289 NA
CN06-122 CN06-122 CN05-F6 2006 Female A 286.320971129652 0.478580761584524 0.332535927222235 0 0 0 0 0 -0.0405298912831463 286.320971129652 NA
CN06-123 CN06-123 CN06-021 2006 Male J 199.891266428287 0.494166382109137 0.351399650000969 0 0 0 0 0 -1.61257703274399 199.891266428287 NA
CN06-124 CN06-124 CN06-122 2007 Male A 351.628733553235 -0.718394894705719 -0.826451200303169 0 0 0 0 0 1.14733580359497 351.628733553235 NA
CN06-124 CN06-124 CN06-122 2006 Male J 196.200621743019 0.494166382109137 0.351399650000969 1 1 8 10 0 -1.67970519716005 196.200621743019 NA
CN06-126 CN06-126 NA 2006 Female A 283.453061372221 0.073354627944598 -0.123878876874018 0 0 0 0 0 -0.0926935467267838 283.453061372221 NA
CN06-127 CN06-127 CN06-126 2006 Male J 206.01065283017 0.478580761584524 0.332535927222235 0 0 0 0 0 -1.5012731247437 206.01065283017 NA
CN06-128 CN06-128 CN06-004 2007 Male A 320.691616913042 -1.16726076581456 -1.11359100599793 0 0 0 0 0 0.584628734916451 320.691616913042 NA
CN06-128 CN06-128 CN06-004 2006 Male J 228.19948426888 0.722755483136787 0.639210165838971 1 1 3 5 0 -1.09768631212984 228.19948426888 NA
CN06-129 CN06-129 CN06-007 2006 Female J 257.964634390907 0.722755483136787 0.639210165838971 1 1 0 2 0 -0.556295833865859 257.964634390907 NA
CN06-129 CN06-129 CN06-007 2007 Female A 342.902074876118 -0.716316811969104 -0.824934774670822 0 0 0 0 0 0.988608906687621 342.902074876118 NA
CN06-130 CN06-130 CN06-011 2006 Male J 217.002953425133 0.073354627944598 -0.123878876874018 0 0 0 0 0 -1.30133706354693 217.002953425133 NA
CN06-132 CN06-132 NA 2006 Male A 319.811190570341 0.75912193102755 0.686921752587239 0 0 0 0 0 0.568614891989498 319.811190570341 NA
CN06-133 CN06-133 CN06-088 2007 Female A 297.251642267949 -1.87484793763197 -1.40287807556066 0 0 0 0 0 0.158285207953643 297.251642267949 NA
CN06-133 CN06-133 CN06-088 2006 Female J 225.996570988711 0.494166382109137 0.351399650000969 1 1 0 2 0 -1.13775452174529 225.996570988711 NA
CN06-134 CN06-134 CN06-122 2006 Male J 238.121200976222 0.104525868993823 -0.0910977030991487 0 0 0 0 0 -0.917222819375182 238.121200976222 NA
CN06-135 CN06-135 CN06-122 2006 Male J NA 0.104525868993823 -0.0910977030991487 0 0 0 0 0 NA NA NA
CN06-136 CN06-136 CN06-126 2007 Female A 342.8518116552 -0.718394894705719 -0.826451200303169 0 0 0 0 0 0.987694682196899 342.8518116552 NA
CN06-136 CN06-136 CN06-126 2006 Female J 230.256888468875 0.634436966830649 0.525537512464807 1 1 3 5 0 -1.06026472886043 230.256888468875 NA
CN06-137 CN06-137 CN06-023 2006 Male J 176.716750736455 0.634436966830649 0.525537512464807 0 0 0 0 0 -2.03409219670254 176.716750736455 NA
CN06-138 CN06-138 CN06-023 2006 Male J 218.277767561537 0.634436966830649 0.525537512464807 0 0 0 0 0 -1.2781498048845 218.277767561537 NA
CN06-140 CN06-140 CN06-023 2006 Male J 212.982996321162 0.104525868993823 -0.0910977030991487 0 0 0 0 0 -1.37445500483724 212.982996321162 NA
CN06-141 CN06-141 CN06-011 2006 Female J 195.178856762978 0.634436966830649 0.525537512464807 0 0 0 0 0 -1.69828981134643 195.178856762978 NA
CN06-142 CN06-142 CN06-033 2006 Female J 218.297162674444 0.364286211070699 0.197165412771247 0 0 0 0 0 -1.27779703228266 218.297162674444 NA
CN06-143 CN06-143 CN06-034 2006 Female J 228.19948426888 0.914978136273675 0.897380767650747 0 0 0 0 0 -1.09768631212984 228.19948426888 NA
CN06-145 CN06-145 CN06-108 2006 Female J 246.728765727654 1.04856916934178 1.08549348082328 0 0 0 0 0 -0.760662090524119 246.728765727654 NA
CN06-146 CN06-146 CN06-033 2006 Male J 240.863391806856 0.712365069453712 0.625675269632122 0 0 0 0 0 -0.867345832388677 240.863391806856 NA
CN06-147 CN06-147 CN06-053 2008 Female A 373.302917888879 -1.73457735291046 -1.36141667973594 0 0 0 0 0 1.54156183556019 373.302917888879 NA
CN06-147 CN06-147 CN06-053 2007 Female A 350.027386166633 -0.303817388751025 -0.489784666206415 1 1 0 2 0 1.11820931762245 350.027386166633 NA
CN06-147 CN06-147 CN06-053 2006 Female J 259.038999527485 0.766914741289856 0.6972143622525 1 1 5 7 0 -0.536754489282102 259.038999527485 NA
CN06-148 CN06-148 NA 2006 Female A 325.849103747957 0.400652658961461 0.239672099146978 0 0 0 0 0 0.678436904965905 325.849103747957 NA
CN06-150 CN06-150 NA 2006 Female A 346.524234938145 0.852635654175225 0.812033332970615 0 0 0 0 0 1.05449142232387 346.524234938145 NA
CN06-151 CN06-151 CN06-039 2006 Female J 246.638945395648 0.930563756798288 0.918960090623849 0 0 0 0 0 -0.762295808892863 246.638945395648 NA
CN06-152 CN06-152 CN06-038 2006 Male J 237.669901370384 1.06044392783673 1.10255944900298 0 0 0 0 0 -0.925431389076442 237.669901370384 NA
CN06-153 CN06-153 CN06-F3 2006 Female J 235.440746091622 0.509752002633749 0.37036035850093 0 0 0 0 0 -0.965976907494647 235.440746091622 NA
CN06-154 CN06-154 CN06-148 2007 Female A 379.496399778295 -0.768268880384479 -0.862328158299617 0 0 0 0 0 1.65421344687354 379.496399778295 NA
CN06-154 CN06-154 CN06-148 2006 Female J 235.440746091622 0.80068358575985 0.742095851774395 1 1 6 8 0 -0.965976907494647 235.440746091622 NA
CN06-155 CN06-155 CN06-036 2006 Male J 240.863391806856 0.930563756798288 0.918960090623849 0 0 0 0 0.5 -0.867345832388677 240.863391806856 NA
CN06-156 CN06-156 CN06-039 2006 Female J NA 0.509752002633749 0.37036035850093 0 0 0 0 0 NA NA NA
CN06-157 CN06-157 CN06-150 2006 Female J 271.623293123137 0.852635654175225 0.812033332970615 1 1 4 6 0 -0.307862086575137 271.623293123137 NA
CN06-157 CN06-157 CN06-150 2008 Female A 339.78783333434 -0.799440121433704 -0.884246931297015 0 0 0 0 0 0.931964787278835 339.78783333434 NA
CN06-157 CN06-157 CN06-150 2007 Female A 338.59754497904 -0.749566135754944 -0.848990681916422 1 1 2 4 0 0.910314945792859 338.59754497904 NA
CN06-159 CN06-159 CN06-150 2006 Male J 253.145532304547 0.96693020468905 0.969689010921415 1 1 2 4 0 -0.643949212822178 253.145532304547 NA
CN06-159 CN06-159 CN06-150 2008 Male A 359.927797639445 -0.799440121433704 -0.884246931297015 0 0 0 0 0 1.29828529507601 359.927797639445 NA
CN06-159 CN06-159 CN06-150 2007 Male A 315.119246547105 -1.256618323489 -1.16115194159256 1 1 2 4 0 0.483274357562033 315.119246547105 NA
CN06-160 CN06-160 CN06-038 2006 Male J 267.88635109825 1.06304153125749 1.10630013438977 0 0 0 0 0 -0.375832341111199 267.88635109825 NA
CN06-161 CN06-161 CN06-148 2006 Female J 215.723999580133 0.540923243682974 0.408572732664535 0 0 0 0 0 -1.324599618279 215.723999580133 NA
CN06-162 CN06-162 CN06-148 2006 Male J 268.633036547021 0.9461493773229 0.940636399318178 0 0 0 0 0 -0.362251076089325 268.633036547021 NA
CN06-164 CN06-164 CN06-104 2006 Female J 201.105139976228 1.1539576509844 1.23892137304874 1 1 4 6 0 -1.59049820639918 201.105139976228 NA
CN06-164 CN06-164 CN06-104 2007 Female A 357.38640041275 -0.596827054613741 -0.73484042774617 0 0 0 0 0 1.25206049008163 357.38640041275 NA
CN06-165 CN06-165 CN06-071 2006 Male J 184.9062853544 1.03966310047058 1.07273095162993 0 0 0 0 0 -1.88513490788015 184.9062853544 NA
CN06-166 CN06-166 CN06-076 2006 Female J 199.891266428287 1.1539576509844 1.23892137304874 0 0 0 0 0 -1.61257703274399 199.891266428287 NA
CN06-167 CN06-167 CN06-071 2006 Female J 251.98843857689 1.1539576509844 1.23892137304874 0 0 0 0 0 -0.66499528596624 251.98843857689 NA
CN06-168 CN06-168 CN06-077 2006 Female J 207.402576215986 0.681193828404487 0.585329209601514 0 0 0 0 0 -1.47595579677913 207.402576215986 NA
CN06-169 CN06-169 CN06-071 2007 Male A 346.861889104358 -1.18388542770748 -1.12268093883901 0 0 0 0 0 1.06063292504716 346.861889104358 NA
CN06-169 CN06-169 CN06-071 2006 Male J 236.430370552016 1.03966310047058 1.07273095162993 1 1 8 10 0 -0.94797688875738 236.430370552016 NA
CN06-170 CN06-170 CN06-077 2006 Female J 276.703979056698 1.03966310047058 1.07273095162993 0 0 0 0 0 -0.215450827898356 276.703979056698 NA
CN06-171 CN06-171 CN06-104 2006 Female J 207.902059689947 1.03966310047058 1.07273095162993 0 0 0 0 0 -1.46687082338763 207.902059689947 NA
CN06-172 CN06-172 CN06-050 2006 Male J 218.243834405576 0.805878792601387 0.749041107033404 0 0 0 0 0 -1.27876700612352 218.243834405576 NA
CN06-173 CN06-173 CN06-104 2006 Female J 240.150351407984 1.03966310047058 1.07273095162993 0 0 0 0 0 -0.880315136456831 240.150351407984 NA
